layer4_pool_role,layer4_pool_variant,pool_size_target,snapshot_date,selected_count,shortfall_count,is_layer4_primary_pool,reference_only,two_plus_opportunity_share,neutral_medium_high_share,high_exhaustion_or_breakdown_share,avg_traded_value_rank_20d,period,fallback_00631L_is_ordinary_stock_pool_member
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-10-05,100,0,False,True,0.99,1.0,0.05,147.9,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-10-12,100,0,False,True,1.0,1.0,0.01,124.51,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-10-19,100,0,False,True,1.0,1.0,0.06,121.51,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-10-26,100,0,False,True,1.0,1.0,0.05,123.94,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-11-02,100,0,False,True,1.0,1.0,0.09,121.35,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-11-09,100,0,False,True,0.99,1.0,0.09,124.36,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-11-16,100,0,False,True,0.99,1.0,0.15,122.08,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-11-23,100,0,False,True,1.0,1.0,0.11,127.87,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-11-30,100,0,False,True,1.0,1.0,0.15,118.78,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-12-07,100,0,False,True,1.0,1.0,0.13,142.12,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-12-14,100,0,False,True,0.99,1.0,0.21,149.61,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-12-21,100,0,False,True,0.97,1.0,0.16,129.71,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2018-12-28,100,0,False,True,1.0,1.0,0.05,141.99,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-01-04,100,0,False,True,1.0,1.0,0.04,141.98,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-01-11,100,0,False,True,1.0,1.0,0.05,137.68,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-01-18,100,0,False,True,1.0,1.0,0.05,142.05,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-01-25,100,0,False,True,1.0,1.0,0.06,134.97,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-01-30,100,0,False,True,1.0,1.0,0.08,134.11,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-02-15,100,0,False,True,1.0,1.0,0.02,135.72,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-02-22,100,0,False,True,0.98,1.0,0.03,133.12,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-02-27,100,0,False,True,1.0,1.0,0.0,126.5,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-03-08,100,0,False,True,1.0,1.0,0.04,125.63,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-03-15,100,0,False,True,1.0,1.0,0.06,135.81,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-03-22,100,0,False,True,1.0,1.0,0.03,125.87,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-03-29,100,0,False,True,1.0,1.0,0.01,133.24,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-04-03,100,0,False,True,1.0,1.0,0.04,132.42,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-04-12,100,0,False,True,1.0,1.0,0.01,112.38,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-04-19,100,0,False,True,1.0,1.0,0.02,124.47,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-04-26,100,0,False,True,1.0,1.0,0.02,119.58,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-05-03,100,0,False,True,1.0,1.0,0.02,124.76,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-05-10,100,0,False,True,1.0,1.0,0.03,126.74,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-05-17,100,0,False,True,1.0,1.0,0.01,133.8,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-05-24,100,0,False,True,0.95,1.0,0.09,140.42,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-05-31,100,0,False,True,0.94,1.0,0.04,143.03,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-06-06,100,0,False,True,0.98,1.0,0.04,145.75,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-06-14,100,0,False,True,1.0,1.0,0.01,139.28,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-06-21,100,0,False,True,1.0,1.0,0.02,125.95,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-06-28,100,0,False,True,1.0,1.0,0.03,136.9,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-07-05,100,0,False,True,1.0,1.0,0.08,129.04,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-07-12,100,0,False,True,1.0,1.0,0.09,127.24,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-07-19,100,0,False,True,1.0,1.0,0.09,135.85,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-07-26,100,0,False,True,0.98,1.0,0.09,133.05,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-08-02,100,0,False,True,1.0,1.0,0.05,151.48,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-08-08,100,0,False,True,1.0,1.0,0.05,143.59,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-08-16,100,0,False,True,1.0,1.0,0.04,133.08,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-08-23,100,0,False,True,1.0,1.0,0.03,141.3,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-08-30,100,0,False,True,0.98,1.0,0.03,137.04,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-09-06,100,0,False,True,1.0,1.0,0.04,113.98,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-09-12,100,0,False,True,1.0,1.0,0.05,127.32,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-09-20,100,0,False,True,1.0,1.0,0.01,120.45,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-09-27,100,0,False,True,1.0,1.0,0.02,120.16,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-10-04,100,0,False,True,1.0,1.0,0.0,124.18,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-10-09,100,0,False,True,1.0,1.0,0.02,125.63,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-10-18,100,0,False,True,1.0,1.0,0.03,126.43,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-10-25,100,0,False,True,1.0,1.0,0.04,124.53,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-11-01,100,0,False,True,0.99,1.0,0.03,120.78,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-11-08,100,0,False,True,1.0,1.0,0.04,118.38,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-11-15,100,0,False,True,1.0,1.0,0.02,126.68,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-11-22,100,0,False,True,1.0,1.0,0.02,138.47,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-11-29,100,0,False,True,1.0,1.0,0.0,134.98,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-12-06,100,0,False,True,0.99,1.0,0.02,135.23,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-12-13,100,0,False,True,0.99,1.0,0.04,119.25,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-12-20,100,0,False,True,1.0,1.0,0.05,128.1,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2019-12-27,100,0,False,True,1.0,1.0,0.0,120.35,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-01-03,100,0,False,True,1.0,1.0,0.01,130.6,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-01-10,100,0,False,True,1.0,1.0,0.04,133.34,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-01-17,100,0,False,True,1.0,1.0,0.05,123.01,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-01-20,100,0,False,True,1.0,1.0,0.03,125.06,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-01-31,100,0,False,True,1.0,1.0,0.11,128.97,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-02-07,100,0,False,True,0.96,1.0,0.09,126.72,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-02-14,100,0,False,True,0.96,1.0,0.14,119.16,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-02-21,100,0,False,True,0.92,1.0,0.16,139.71,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-02-27,100,0,False,True,0.93,1.0,0.16,126.79,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-03-06,100,0,False,True,0.91,1.0,0.23,129.07,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-03-13,100,0,False,True,0.95,1.0,0.19,129.41,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-03-20,100,0,False,True,0.95,1.0,0.05,138.68,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-03-27,100,0,False,True,1.0,1.0,0.03,105.76,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-04-01,100,0,False,True,1.0,1.0,0.08,111.34,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-04-10,100,0,False,True,1.0,1.0,0.09,114.51,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-04-17,100,0,False,True,0.97,1.0,0.12,113.68,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-04-24,100,0,False,True,0.99,1.0,0.18,113.64,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-04-30,100,0,False,True,1.0,1.0,0.2,115.52,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-05-08,100,0,False,True,1.0,1.0,0.06,125.71,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-05-15,100,0,False,True,1.0,1.0,0.04,118.99,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-05-22,100,0,False,True,1.0,1.0,0.09,123.87,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-05-29,100,0,False,True,0.98,1.0,0.07,133.05,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-06-05,100,0,False,True,1.0,1.0,0.05,127.24,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-06-12,100,0,False,True,0.99,1.0,0.07,127.93,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-06-19,100,0,False,True,1.0,1.0,0.06,130.9,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-06-24,100,0,False,True,1.0,1.0,0.08,119.98,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-07-03,100,0,False,True,0.99,1.0,0.04,118.34,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-07-10,100,0,False,True,0.95,1.0,0.03,128.96,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-07-17,100,0,False,True,1.0,1.0,0.03,107.1,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-07-24,100,0,False,True,1.0,1.0,0.06,105.62,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-07-31,100,0,False,True,1.0,1.0,0.06,107.14,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-08-07,100,0,False,True,1.0,1.0,0.06,99.78,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-08-14,100,0,False,True,1.0,1.0,0.06,120.01,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-08-21,100,0,False,True,0.98,1.0,0.1,115.62,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-08-28,100,0,False,True,0.89,1.0,0.12,127.94,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-09-04,100,0,False,True,0.96,1.0,0.11,132.5,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-09-11,100,0,False,True,0.91,1.0,0.13,135.89,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-09-18,100,0,False,True,1.0,1.0,0.07,119.91,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-09-25,100,0,False,True,0.99,1.0,0.13,131.66,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-09-30,100,0,False,True,1.0,1.0,0.09,134.54,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-10-08,100,0,False,True,1.0,1.0,0.11,118.26,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-10-16,100,0,False,True,1.0,1.0,0.05,134.31,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-10-23,100,0,False,True,1.0,1.0,0.04,130.55,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-10-30,100,0,False,True,1.0,1.0,0.04,127.0,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-11-06,100,0,False,True,1.0,1.0,0.09,124.54,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-11-13,100,0,False,True,0.99,1.0,0.03,125.38,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-11-20,100,0,False,True,1.0,1.0,0.04,133.11,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-11-27,100,0,False,True,1.0,1.0,0.02,122.42,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-12-04,100,0,False,True,0.99,1.0,0.03,127.62,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-12-11,100,0,False,True,1.0,1.0,0.0,126.66,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-12-18,100,0,False,True,1.0,1.0,0.04,131.44,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-12-25,100,0,False,True,1.0,1.0,0.02,132.2,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2020-12-31,100,0,False,True,1.0,1.0,0.02,129.33,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-01-08,100,0,False,True,1.0,1.0,0.03,127.53,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-01-15,100,0,False,True,1.0,1.0,0.04,107.17,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-01-22,100,0,False,True,1.0,1.0,0.08,103.47,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-01-29,100,0,False,True,1.0,1.0,0.04,114.16,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-02-05,100,0,False,True,1.0,1.0,0.06,126.62,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-02-19,100,0,False,True,1.0,1.0,0.02,111.67,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-02-26,100,0,False,True,1.0,1.0,0.03,126.88,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-03-05,100,0,False,True,1.0,1.0,0.0,133.77,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-03-12,100,0,False,True,0.97,1.0,0.14,124.12,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-03-19,100,0,False,True,1.0,1.0,0.05,139.73,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-03-26,100,0,False,True,0.85,1.0,0.16,137.65,P1,False
extended_100_watchlist_reference,C_risk_aware_retention_constrained_quota_100,100,2021-04-01,100,0,False,True,0.96,1.0,0.1,135.42,P1,False
